post,is_stress,stress_kind
i am scared that i can not handle the things that life has in store for me.,1,Emotional Turmoil
why is it that it's the ones who you love who are the ones who treat me like crap? Hurts a lot and makes me feel proper sad.,1,Emotional Turmoil
"We are in dire need of a nice place to refer, especially since the incident with the heart medication dog.",1,Emotional Turmoil
Life is getting to be very overwhelming right now I have added the extra stress I was trying to stay away from relationships.,1,Emotional Turmoil
"I hate my job, I don't have time to date, I don't have time to exercise, and when I do I'm way too tired from work.",1,Emotional Turmoil
"I'm freaking out, I need this so bad.",1,Emotional Turmoil
Context matters. Manipulating the Iranian hostage situation matters.,1,Emotional Turmoil
I don't know what solution is best to deal with this month.,1,Emotional Turmoil
probablly from being so stressed out lately.,1,Emotional Turmoil
"Your Actual Problem Anxiety and restless dissatisfaction, either with circumstances or with unfulfilled emotional requirements, have produced tension and stress.",1,Emotional Turmoil
"I'm trying really hard though, to find my place, to find my stance on this matter.",1,Emotional Turmoil
"Feel sorry for him, his life is football and his football obsessed crew.",0,Emotional Turmoil
"Third, problems in my family that I can't fix are majorly stressing me out.",1,Emotional Turmoil
we went to robins long lost grandparents house and we cryed cause it was so sad. and,1,Emotional Turmoil
Wold probly releive a lot of stress I have built up.,1,Emotional Turmoil
I'm always scared of forgetting something.,1,Emotional Turmoil
"sure, we've been under a lot of stress.",1,Emotional Turmoil
"i want to be pursued by God, i dont know how to be his bride, i have a hard time understanding that one, without it seeming weird.",0,Emotional Turmoil
Stress is happening and that isn't good.,1,Emotional Turmoil
You are experiencing extreme emotional disappointment because it would seem that a particular relationship is no longer running smoothly.,1,Emotional Turmoil
"twice I left meetings with Lissa to rush there, and practiced my ass off, and stressed about what I was gonna wear.",1,Emotional Turmoil
Work is stupid but I continue to fail upward and I can't think of anything else to do anyway.,1,Emotional Turmoil
it's complete traffic bottleneck.,1,Emotional Turmoil
"The young girl, Terra, was upset and spent my time with her trying to console her.",1,Emotional Turmoil
"Im tired, bored, lonely, restless, sad and comforted all at once.",1,Emotional Turmoil
I was told I have a major attitude problem and that my life is full of drama by someone who doesn't even really know me.,1,Emotional Turmoil
"It doesn't sound professional at all, it all seems very emotional and desperate.",1,Emotional Turmoil
I resolve to lose this uncomfortable weight that came with stress.,1,Emotional Turmoil
I saw how Stanley gave her dad a hard time because he smoked.,1,Emotional Turmoil
I have an EXTREME headache from my brothers bickering back and forth.,1,Emotional Turmoil
I don't know what to do with my life and I just feel lost.,1,Emotional Turmoil
I have major problems and I need to figure out how to deal with them.,1,Emotional Turmoil
the whole world is against me. to all of you who have said,1,Emotional Turmoil
i'm sick of being worried about it all the time.,1,Emotional Turmoil
"about a month ago i went to his grave with my family, and i sobbed.",1,Emotional Turmoil
"I am sick and tired of the drama, of trying to do the ""right thing"", and of trying to handle it all.",1,Emotional Turmoil
"It hurts my feelings a great deal, but I am not allowed to express that.",1,Emotional Turmoil
i am stressed out and i am lonely.,1,Emotional Turmoil
Chibi has been really irritating lately and constantly checks in on me so see how many reservations I'm doing.,1,Emotional Turmoil
Why do I feel like this?I have been depressed so bad today.,1,Emotional Turmoil
I'm not either! I have my own severe issues and my own overwhelming problems going on that cripple me to some extent.,1,Emotional Turmoil
So all that just messed me up or something.,1,Emotional Turmoil
"I hope you can understand that even though I have to get married to make an heir, I can't love her.",1,Emotional Turmoil
"ended up writing this ""woe is me"" story about how stress is taking hold of my mental stability.",1,Emotional Turmoil
I am feeling shitty and lonely.,1,Emotional Turmoil
"I was really concerned that something had happened to her, and I that would make me sad.",1,Emotional Turmoil
"It is only natural for him to feel tired coz NS life is so tough, and to make things worse, he is sick.",1,Emotional Turmoil
"I'm all busy detatching because I think it's gonna be something like I can't keep this up, which is what I'm feeling.",1,Emotional Turmoil
my life is falling apart at the seams.,1,Emotional Turmoil
i just need to sort a lot out and i think its time i got help from people who really know what is wrong with me.,1,Emotional Turmoil
I really do think all this stress has made me literally insane.,1,Emotional Turmoil
I know I haven't been sleeping very well this past week.,1,Emotional Turmoil
"She was telling me some of the problems he came accross with his last girlfriend, and it was mainly because she wasnt outgoing.",1,Emotional Turmoil
"When you cry at watching Ladder 49 because she loses the love of her life, imagine if that acutally happened to you.",1,Emotional Turmoil
Not I am just so mad right now i am going to burst.,1,Emotional Turmoil
"It's starting to really upset me now, so I've got to prepare my brain for the emotional wave coming onshore.",1,Emotional Turmoil
"I am too keyed up an distractable, all the time, terrified about everything I haven't done that I should do.",1,Emotional Turmoil
"i can't stand living here.if something happends it gets pinned on me,like its my fault or like i have the answers to the fuckin problems.",1,Emotional Turmoil
for some reason i did and now im just lonely and depressed and missing him more than i ever thought i would.,1,Emotional Turmoil
Your brother tells you he's in jail what do you say? what happened?,1,Emotional Turmoil
oh one more thing.. Brandon's dog is dying and i feel like an ass because i couldn't be there for him.,1,Emotional Turmoil
